Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,ABS,Airbags,CD/MP3/Bluetooth,Caméra De Recul,Climatisation,ESP,Jantes Aluminium,Limiteur De Vitesse,Ordinateur De Bord,Radar De Recul,Régulateur De Vitesse,Sièges Cuir,Système De Navigation/GPS,Toit Ouvrant,Verrouillage Centralisé À Distance,Vitres Électriques
Seat Arona Diesel Manuelle 2022 à Casablanca,KIA OCCASION,195000.0,Casablanca,Diesel,Manuelle,6,9,"Voitures d'occasion, à vendre",Sidi Bernoussi,WW au Maroc,Très bon,Seat,Arona,2022-01-01,5,0,27499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
KIFAL - KIA Seltos,KIFAL AUTO,292000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Kia,Seltos,2022-01-01,5,1,27499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Touran Diesel Automatique 2010 à Fès,Auto,130000.0,Fès,Diesel,Automatique,7,3,"Voitures d'occasion, à vendre",Route de Meknes,Dédouanée,Excellent,Volkswagen,Touran,2010-01-01,5,0,194999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Ford Kuga Diesel Automatique 2021 à Casablanca,Global Occaz Marrif,280000.0,Casablanca,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Ford,Kuga,2021-01-01,5,1,17499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - BMW Série 5,KIFAL AUTO,295000.0,Marrakech,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,BMW,Serie 5,2018-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citroen C4x Diesel Manuelle 2021 à Casablanca,Hamza,210000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Citroen,c4x,2021-01-01,5,1,72499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Toyota Corolla Diesel Manuelle 2017 à Fès,particulier,138000.0,Fès,Diesel,Manuelle,5,11,"Voitures d'occasion, à vendre",Narjis,WW au Maroc,Excellent,Toyota,Corolla,2017-01-01,5,0,114999.5,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1
Dacia Duster Diesel Automatique 2023 à Marrakech,Auto Fadl,185000.0,Marrakech,Diesel,Automatique,6,3,"Voitures d'occasion, à vendre",Hay Targa,WW au Maroc,Excellent,Dacia,Duster,2023-01-01,5,1,62499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - PEUGEOT 2008,KIFAL AUTO,155000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Peugeot,2008,2019-01-01,5,1,82499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - SEAT Ateca,KIFAL AUTO,325000.0,Agadir,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Seat,Ateca,2020-01-01,5,1,164999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infiniti FX35,abdo,135000.0,Agadir,Essence,Automatique,20,6,"Voitures d'occasion, à vendre",Av des Far,Dédouanée,Très bon,Infiniti,FX35,2009-01-01,5,0,114999.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Jetta autmatique,Particulier,179000.0,Fès,Diesel,Automatique,8,6,"Voitures d'occasion, à vendre",Route d'Immouzere,WW au Maroc,Excellent,Volkswagen,Jetta,2020-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Dokker Frigorifique,AUTO GFS,132000.0,Fès,Diesel,Manuelle,6,10,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Très bon,Dacia,Dokker,2018-01-01,5,1,42499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuelle 2021à,chrif,156000.0,Marrakech,Diesel,Manuelle,6,5,"Voitures d'occasion, à vendre",Ain Mezouar,WW au Maroc,Excellent,Renault,Clio,2021-01-01,5,0,72499.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hyundai Tucson Diesel Automatique 2022 à Marrakech,Auto Fadl,310000.0,Marrakech,Diesel,Automatique,6,7,"Voitures d'occasion, à vendre",Hay Targa,WW au Maroc,Excellent,Hyundai,Tucson,2022-01-01,5,1,92499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Renault Express Diesel Manuelle 2022 à Fès,particulier,149000.0,Fès,Diesel,Manuelle,6,10,"Voitures d'occasion, à vendre",Narjis,WW au Maroc,Neuf,Renault,EXPRESS,2022-01-01,5,1,52499.5,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1
Volkswagen Arteon 2018 1ere Main,Mehdi,219000.0,Casablanca,Diesel,Automatique,8,4,"Voitures d'occasion, à vendre",Oulfa,WW au Maroc,Excellent,Volkswagen,Arteon,2018-01-01,5,1,87499.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
KIFAL - MERCEDES-BENZ Classe E,KIFAL AUTO,272000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,Classe E,2016-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes class B180 pack amg,ALAE,160000.0,Tétouan,Diesel,Automatique,7,19,"Voitures d'occasion, à vendre",Wilaya,WW au Maroc,Excellent,Mercedes-Benz,Classe B,2013-01-01,5,1,134999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Fiat 500 automatique,Ayoub,97000.0,Marrakech,Essence,Automatique,6,7,"Voitures d'occasion, à vendre",Targa,WW au Maroc,Très bon,Fiat,500,2017-01-01,3,0,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel Corsa Essence Manuelle 2020 à Rabat,Maamoura,125000.0,Rabat,Essence,Manuelle,6,15,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Opel,Corsa,2020-01-01,5,1,27499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Dacia Dokker 2019,jad auto,120000.0,Fès,Diesel,Manuelle,7,5,"Voitures d'occasion, à vendre",Route de Sefrou,WW au Maroc,Très bon,Dacia,Dokker,2019-01-01,3,0,124999.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Renault Master fourgon plat 2019 à Fès,Ahmed,165000.0,Fès,Diesel,Manuelle,9,15,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Très bon,Renault,Master,2019-01-01,5,0,184999.5,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1
Opel Astra automatique 2014,Ayoub,98000.0,Marrakech,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Targa,WW au Maroc,Très bon,Opel,Astra,2014-01-01,5,0,174999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - PORSCHE Macan,KIFAL AUTO,480000.0,Casablanca,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Porsche,Macan,2016-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Tucson Diesel Automatique 2021,Global Occaz Marrif,335000.0,Casablanca,Diesel,Automatique,6,7,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Hyundai,Tucson,2021-01-01,5,1,67499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - LAND-ROVER Range Rover Sport,KIFAL AUTO,330000.0,Marrakech,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2015-01-01,5,1,164999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
فيات بينتو 2008,chrif,56000.0,Marrakech,Essence,Manuelle,6,6,"Voitures d'occasion, à vendre",Ain Mezouar,WW au Maroc,Excellent,Fiat,Punto,2008-01-01,5,0,154999.5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
KIFAL - PEUGEOT 3008,KIFAL AUTO,312000.0,Agadir,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Peugeot,3008,2022-01-01,5,1,57499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Golf 7 automatique,Ayoub,145000.0,Marrakech,Diesel,Automatique,8,5,"Voitures d'occasion, à vendre",Targa,WW au Maroc,Très bon,Volkswagen,GOLF 7,2013-01-01,5,0,224999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - VOLKSWAGEN CC,KIFAL AUTO,148000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,CC,2014-01-01,5,1,184999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - AUDI RS6,KIFAL AUTO,523000.0,Agadir,Essence,Manuelle,23,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Audi,RS6,2015-01-01,5,1,134999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Caddy Diesel Manuelle 2019 à Marrakech,Marrakech,184000.0,Marrakech,Diesel,Manuelle,8,6,"Voitures d'occasion, à vendre",Azzouzia,Dédouanée,Très bon,Volkswagen,Caddy,2019-01-01,5,1,224999.5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Renault symbol essence clim 2009,chakib,50000.0,Casablanca,Essence,Manuelle,7,5,"Voitures d'occasion, à vendre",Sidi Bernoussi,WW au Maroc,Très bon,Renault,Symbol,2009-01-01,5,0,194999.5,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
Volkswagen Tiguan Diesel Automatique 2014 à Meknès,Auto_simohamed,219000.0,Meknès,Diesel,Automatique,8,11,"Voitures d'occasion, à vendre",Hamria,Dédouanée,Neuf,Volkswagen,Tiguan,2014-01-01,5,1,174999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TOYOTA YARIS ESSENCE,KAWAKIB AUTO,65000.0,Temara,Essence,Manuelle,6,11,"Voitures d'occasion, à vendre",Massira 1,WW au Maroc,Excellent,Toyota,Yaris,2007-01-01,5,0,174999.5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1
Volkswagen Touran Diesel Automatique 2017 à Rabat,Youssef,225000.0,Rabat,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Agdal,Dédouanée,Très bon,Volkswagen,Touran,2017-01-01,5,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Duster 2x4,MAMOUCHCA,98000.0,Fès,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Ben Souda,WW au Maroc,Très bon,Dacia,Duster,2012-01-01,5,0,134999.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Mercedes 250,chrif,50000.0,Marrakech,Diesel,Manuelle,8,4,"Voitures d'occasion, à vendre",Guéliz,WW au Maroc,Excellent,Mercedes-Benz,250,1999-01-01,5,0,224999.5,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
Renault Clio Diesel Manuelle 2020 à Casablanca,ALD Automotive,139000.0,Casablanca,Diesel,Manuelle,6,12,"Voitures d'occasion, à vendre",Lissasfa,WW au Maroc,Excellent,Renault,Clio,2020-01-01,5,1,82499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - PORSCHE Cayenne S,KIFAL AUTO,350000.0,Casablanca,Diesel,Manuelle,17,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Porsche,Cayenne,2016-01-01,5,1,184999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - BMW Série 5,KIFAL AUTO,209000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,BMW,Serie 5,2012-01-01,5,1,194999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - AUDI Q8,KIFAL AUTO,735000.0,Casablanca,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Audi,Q8,2019-01-01,5,1,72499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot 2008 Diesel Manuelle 2021 à Casablanca,KIA OCCASION,230000.0,Casablanca,Diesel,Manuelle,6,13,"Voitures d'occasion, à vendre",Sidi Bernoussi,WW au Maroc,Très bon,Peugeot,2008,2021-01-01,5,0,22499.5,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1
Mini Country Man Diesel Automatique 2013 à Rabat,AMJ,129000.0,Rabat,Diesel,Automatique,8,9,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,mini,country man,2013-01-01,5,1,154999.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Hyundai Creta Diesel Automatique 2017 à Casablanca,Global Occaz Marrif,190000.0,Casablanca,Diesel,Automatique,6,6,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Hyundai,CRETA,2017-01-01,5,1,144999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Jetta 2.0 Automatique,Samir Auto,160000.0,Mohammedia,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Volkswagen,Jetta,2018-01-01,5,0,114999.5,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
KIFAL - CITROEN Berlingo,KIFAL AUTO,216000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Citroen,Berlingo,2022-01-01,5,1,37499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai i 30 Diesel Manuelle 2010 à Agadir,Auto NAJIB AGADIR,97000.0,Agadir,Diesel,Manuelle,6,5,"Voitures d'occasion, à vendre",Hay Zaytoun,WW au Maroc,Très bon,Hyundai,i 30,2010-01-01,5,1,164999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz Classe E Diesel Automatique 2002,Particulier,48000.0,Casablanca,Diesel,Automatique,11,8,"Voitures d'occasion, à vendre",Belvédère,Dédouanée,Excellent,Mercedes-Benz,Classe E,2002-01-01,5,0,224999.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
KIFAL - HYUNDAI iX35,KIFAL AUTO,146000.0,Agadir,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Hyundai,ix 35,2013-01-01,5,1,134999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fiat punto,chrif,93000.0,Marrakech,Diesel,Manuelle,5,3,"Voitures d'occasion, à vendre",Guéliz,WW au Maroc,Excellent,Fiat,Punto,2017-01-01,5,0,124999.5,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1
LOGAN PRESTIGE 2021 1ere Main CLIM DIGITAL 59KM,Les Deux Fréres,132000.0,Marrakech,Diesel,Manuelle,6,13,"Voitures d'occasion, à vendre",Amerchich,WW au Maroc,Excellent,Dacia,Logan,2021-01-01,5,1,52499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Volvo XC90 Diesel Automatique 2021 à Casablanca,ALD Automotive,620000.0,Casablanca,Diesel,Automatique,8,20,"Voitures d'occasion, à vendre",Lissasfa,Dédouanée,Excellent,Volvo,XC90,2021-01-01,3,1,32499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kia Picanto Essence Automatique 2021 à Marrakech,Abou idris,128000.0,Marrakech,Essence,Automatique,6,6,"Voitures d'occasion, à vendre",Massira 1,WW au Maroc,Excellent,Kia,Picanto,2021-01-01,5,1,37499.5,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
Peugeot 2008 Diesel Automatique 2021 à Tanger,Global occaz tanger,285000.0,Tanger,Diesel,Automatique,6,6,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Excellent,Peugeot,2008,2021-01-01,5,1,62499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot tt option,ABDALLAH JEMOUA,125000.0,Rabat,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Guich Oudaya,WW au Maroc,Excellent,Peugeot,Tepee,2016-01-01,5,0,164999.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
KIFAL - OPEL Astra,KIFAL AUTO,115000.0,Casablanca,Diesel,Manuelle,7,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Opel,Astra,2013-01-01,5,1,184999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - RENAULT Koleos,KIFAL AUTO,237000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Renault,Koleos,2018-01-01,5,1,87499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
golf 5 modèle 2005 deouana 2007,Hicham Rouane,70000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Sidi Moumen,Dédouanée,Très bon,Volkswagen,GOLF 4,2005-01-01,5,0,32499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kia Carens Diesel Manuelle 2011 à Casablanca,mariem,60000.0,Casablanca,Diesel,Manuelle,8,3,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Très bon,Kia,Carens,2011-01-01,5,0,154999.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
KIFAL - VOLVO V40,KIFAL AUTO,132000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volvo,V40,2015-01-01,5,1,174999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes CLA Amg plus 2020,Groupe Boniane Immobilier,500000.0,Tétouan,Diesel,Automatique,8,7,"Voitures d'occasion, à vendre",Wilaya,WW au Maroc,Neuf,Mercedes-Benz,Classe CLA,2020-01-01,5,1,52499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Skoda Octavia Diesel Manuelle 2020 à Fès,Ahmed,188000.0,Fès,Diesel,Manuelle,8,15,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Skoda,Octavia,2020-01-01,5,0,47499.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Volkswagen Arteon Diesel Automatique 2018,Expert Occaz,235000.0,Casablanca,Diesel,Automatique,8,7,"Voitures d'occasion, à vendre",Hay Sadri,WW au Maroc,Très bon,Volkswagen,Arteon,2018-01-01,5,1,124999.5,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
KIFAL - NISSAN Qashqai,KIFAL AUTO,260000.0,Rabat,Essence,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Nissan,Qashqai,2022-01-01,5,1,22499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz Classe B Diesel Manuelle 2014,2024,155000.0,Rabat,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Hassan,WW au Maroc,Excellent,Mercedes-Benz,Classe B,2014-01-01,5,1,114999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kia Sportage Diesel Automatique 2021 à Casablanca,abosami auto,231000.0,Casablanca,Diesel,Automatique,8,9,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Kia,Sportage,2021-01-01,5,0,97499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Toyota Yaris Essence Manuelle 2017 Tt options,TOYOTA OCCASION,102000.0,Casablanca,Essence,Manuelle,6,3,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Toyota,Yaris,2017-01-01,5,1,97499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - VOLKSWAGEN Jetta,KIFAL AUTO,150000.0,Rabat,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Jetta,2017-01-01,5,1,144999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
داصيا لوجان,chrif,24000.0,Marrakech,Diesel,Manuelle,6,4,"Voitures d'occasion, à vendre",Ain Mezouar,WW au Maroc,Excellent,Dacia,Logan,2005-01-01,3,0,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - OPEL Grandland X,KIFAL AUTO,270000.0,Agadir,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Opel,Grandland X,2021-01-01,5,1,37499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz Classe GLC Coupé Diesel 2020,Marocaz,700000.0,Rabat,Diesel,Automatique,9,9,"Voitures d'occasion, à vendre",Hay Riad,Importée neuve,Excellent,Mercedes-Benz,CLASSE GLC COUPE,2020-01-01,5,1,77499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - RENAULT Kadjar,KIFAL AUTO,165000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Renault,Kadjar,2016-01-01,5,1,144999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeep Wrangler Diesel Automatique 2015 à Marrakech,itamartex Garage,248000.0,Marrakech,Diesel,Automatique,11,7,"Voitures d'occasion, à vendre",Sidi Ghanem,WW au Maroc,Excellent,Jeep,Wrangler,2015-01-01,3,0,104999.5,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
Peugeot 207 Essence Manuelle 2007 à Fès,Auto Noumedia,63000.0,Fès,Essence,Manuelle,8,5,"Voitures d'occasion, à vendre",Narjis,WW au Maroc,Très bon,Peugeot,207,2007-01-01,5,1,134999.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
FIAT PANDA,chrif,77000.0,Marrakech,Essence,Manuelle,5,4,"Voitures d'occasion, à vendre",Guéliz,WW au Maroc,Excellent,Fiat,Panda,2017-01-01,5,0,114999.5,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
Dacia Duster diesel automatique 2019,chakib,157000.0,Casablanca,Diesel,Automatique,6,13,"Voitures d'occasion, à vendre",Al Qods,WW au Maroc,Excellent,Dacia,Duster,2019-01-01,5,0,114999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
VOLKSWAGEN TOUAREG DIESEL,HICHAM,380000.0,Casablanca,Diesel,Automatique,12,9,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Excellent,Volkswagen,Touareg,2019-01-01,5,0,82499.5,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
KIFAL - VOLKSWAGEN Tiguan,KIFAL AUTO,335000.0,Marrakech,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Tiguan,2019-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - LAND-ROVER Range Rover Sport,KIFAL AUTO,435000.0,Marrakech,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2017-01-01,5,1,164999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - VOLKSWAGEN Touareg,KIFAL AUTO,785000.0,Marrakech,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Touareg,2023-01-01,5,1,22499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault Mégane 3 diesel,Hassan Abo hamza,78000.0,Rabat,Diesel,Manuelle,6,10,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Renault,Megane 3,2009-01-01,5,0,224999.5,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1
رونو كادجار,chrif,177000.0,Marrakech,Diesel,Manuelle,6,3,"Voitures d'occasion, à vendre",Hay Al Hassani,WW au Maroc,Très bon,Renault,Kadjar,2017-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Fiesta Essence Manuelle 2012 à Casablanca,bouqayes taoufik,70000.0,Casablanca,Essence,Manuelle,7,5,"Voitures d'occasion, à vendre",Roches Noires,WW au Maroc,Très bon,Ford,Fiesta,2012-01-01,5,0,97499.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Volkswagen Tiguan Diesel Automatique 2017,hassan auto,378000.0,Casablanca,Diesel,Automatique,8,9,"Voitures d'occasion, à vendre",Californie,Dédouanée,Excellent,Volkswagen,Tiguan,2017-01-01,5,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alfa Romeo Giulietta Essence Automatique 2016,Kaoutar,125000.0,Casablanca,Essence,Automatique,8,8,"Voitures d'occasion, à vendre",Aïn Diab,WW au Maroc,Très bon,Alfa Romeo,Giulietta,2016-01-01,5,1,42499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - VOLKSWAGEN Passat,KIFAL AUTO,125000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Passat,2013-01-01,5,1,174999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi A3 sline sportback,Golden car,300000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Très bon,Audi,A3,2021-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - FIAT Fiorino,KIFAL AUTO,118000.0,Rabat,Diesel,Manuelle,5,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Fiat,FIORINO,2021-01-01,5,1,62499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kia Carens Diesel Automatique 2022 à Fès,Ahmed,214000.0,Fès,Diesel,Automatique,6,17,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Kia,Carens,2022-01-01,5,1,47499.5,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
KIFAL - DACIA Duster,KIFAL AUTO,173000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Dacia,Duster,2018-01-01,5,1,52499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - HYUNDAI Tucson,KIFAL AUTO,205000.0,Agadir,Diesel,Manuelle,7,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Hyundai,Tucson,2017-01-01,5,1,174999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
